Type,Date,Time,Latitude,Longitude,Datetime,hour,is_night,crime_weight,time_weight,risk_score
4 Wheeler Theft,31/08/2015,18:00,12.929702,77.553766,2015-08-31 18:00:00,18,0,1.0,1.0,1.0
4 Wheeler Theft,17/08/2016,11:30,12.9212651,77.54999552,2016-08-17 11:30:00,11,0,1.0,1.0,1.0
4 Wheeler Theft,3/10/2017,10:00,12.552074,77333558,2017-10-03 10:00:00,10,0,1.0,1.0,1.0
4 Wheeler Theft,09/11/2018,11:00,12.2553,77.552298,2018-11-09 11:00:00,11,0,1.0,1.0,1.0
4 Wheeler Theft,22/05/2019,10:15,12.932284,77.54988,2019-05-22 10:15:00,10,0,1.0,1.0,1.0
4 Wheeler Theft,23/09/2019,9:30,12.929298,77.54597,2019-09-23 09:30:00,9,0,1.0,1.0,1.0
4 Wheeler Theft,18/10/2019,0:00,12.926366,77.549813,2019-10-18 00:00:00,0,1,1.0,1.5,1.5
Ordinary Theft,1/1/2015,12:30,12.92256,77.58698,2015-01-01 12:30:00,12,0,1.0,1.0,1.0
Ordinary Theft,14/01/2015,22:40,12.918025,7758835,2015-01-14 22:40:00,22,1,1.0,1.5,1.5
Ordinary Theft,29/01/2015,19:25,12.92746121,77.58628835,2015-01-29 19:25:00,19,1,1.0,1.5,1.5
Ordinary Theft,4/2/2015,20:00,12.93692755,77.57899468,2015-02-04 20:00:00,20,1,1.0,1.5,1.5
Ordinary Theft,9/2/2015,13:30,12.934423,77.592768,2015-02-09 13:30:00,13,0,1.0,1.0,1.0
Ordinary Theft,3/3/2015,18:00,12.91856,77.58466,2015-03-03 18:00:00,18,0,1.0,1.0,1.0
Ordinary Theft,9/3/2015,19:30,12.947111,77.594474,2015-03-09 19:30:00,19,1,1.0,1.5,1.5
Ordinary Theft,28/03/2015,19:30,12.929333,77.58168,2015-03-28 19:30:00,19,1,1.0,1.5,1.5
Ordinary Theft,7/4/2015,20:00,12.952429,77.543605,2015-04-07 20:00:00,20,1,1.0,1.5,1.5
Ordinary Theft,7/4/2015,21:40,12.9388,77.859975,2015-04-07 21:40:00,21,1,1.0,1.5,1.5
Ordinary Theft,29/04/2015,13:00,12.919098,77.589485,2015-04-29 13:00:00,13,0,1.0,1.0,1.0
Ordinary Theft,1/5/2015,15:00,12.912976,77.573242,2015-05-01 15:00:00,15,0,1.0,1.0,1.0
Ordinary Theft,2/5/2015,0:20,12.552347,77.35059,2015-05-02 00:20:00,0,1,1.0,1.5,1.5
Ordinary Theft,2/5/2015,11:40,12.946444,77.579988,2015-05-02 11:40:00,11,0,1.0,1.0,1.0
Ordinary Theft,6/5/2015,11:00,12.928613,77.585359,2015-05-06 11:00:00,11,0,1.0,1.0,1.0
Ordinary Theft,22/05/2015,17:30,12.918025,77.58835,2015-05-22 17:30:00,17,0,1.0,1.0,1.0
Ordinary Theft,26/05/2015,19:20,12.930433,77.549761,2015-05-26 19:20:00,19,1,1.0,1.5,1.5
Ordinary Theft,30/05/2015,13:30,12.924603,77.588906,2015-05-30 13:30:00,13,0,1.0,1.0,1.0
Ordinary Theft,3/6/2015,13:30,12.93349,77.576628,2015-06-03 13:30:00,13,0,1.0,1.0,1.0
Ordinary Theft,18/06/2015,13:00,12.928613,77.585359,2015-06-18 13:00:00,13,0,1.0,1.0,1.0
Ordinary Theft,7/7/2015,14:15,12.927136,77.5907,2015-07-07 14:15:00,14,0,1.0,1.0,1.0
Ordinary Theft,15/07/2015,19:00,12.926523,77.579647,2015-07-15 19:00:00,19,1,1.0,1.5,1.5
Ordinary Theft,5/9/2015,21:15,12.916757,77.593434,2015-09-05 21:15:00,21,1,1.0,1.5,1.5
Ordinary Theft,7/9/2015,17:30,12.909694,77.634426,2015-09-07 17:30:00,17,0,1.0,1.0,1.0
Ordinary Theft,15/09/2015,14:30,12.265842,77.248562,2015-09-15 14:30:00,14,0,1.0,1.0,1.0
Ordinary Theft,23/09/2015,16:00,12.91756,77.58486,2015-09-23 16:00:00,16,0,1.0,1.0,1.0
Ordinary Theft,12/10/2015,20:45,12.922536,77.587568,2015-10-12 20:45:00,20,1,1.0,1.5,1.5
Ordinary Theft,18/10/2015,12:15,12.92253,77.585898,2015-10-18 12:15:00,12,0,1.0,1.0,1.0
Ordinary Theft,25/10/2015,20:20,12.918028,77.58842,2015-10-25 20:20:00,20,1,1.0,1.5,1.5
Ordinary Theft,14/11/2015,18:00,12.922535,77.58565,2015-11-14 18:00:00,18,0,1.0,1.0,1.0
Ordinary Theft,29/12/2015,9:15,12.95645,77.786586,2015-12-29 09:15:00,9,0,1.0,1.0,1.0
Ordinary Theft,7/2/2015,13:00,12.93443,77.592708,2015-02-07 13:00:00,13,0,1.0,1.0,1.0
Ordinary Theft,9/2/2015,13:10,12.9165885,77.589965,2015-02-09 13:10:00,13,0,1.0,1.0,1.0
Ordinary Theft,1/3/2015,13:30,12.931988,77.590196,2015-03-01 13:30:00,13,0,1.0,1.0,1.0
Ordinary Theft,21/05/2015,10:30,12.931921,77.58029,2015-05-21 10:30:00,10,0,1.0,1.0,1.0
Ordinary Theft,19/06/2015,13:00,12.88605,77.494843,2015-06-19 13:00:00,13,0,1.0,1.0,1.0
Ordinary Theft,4/8/2015,19:30,13.05669,77.6256687,2015-08-04 19:30:00,19,1,1.0,1.5,1.5
Ordinary Theft,12/8/2015,15:00,12.919774,77.577703,2015-08-12 15:00:00,15,0,1.0,1.0,1.0
Ordinary Theft,3/9/2015,21:00,"12.361426,",77.243652,2015-09-03 21:00:00,21,1,1.0,1.5,1.5
Ordinary Theft,10/9/2015,14:30,12.928613,77.585359,2015-09-10 14:30:00,14,0,1.0,1.0,1.0
Ordinary Theft,14/11/2015,13:00,12.93192,77.58016,2015-11-14 13:00:00,13,0,1.0,1.0,1.0
Ordinary Theft,9/12/2015,4:00,12.88605,77.494843,2015-12-09 04:00:00,4,1,1.0,1.5,1.5
Ordinary Theft,11/12/2015,19:35,12.93192,77.580106,2015-12-11 19:35:00,19,1,1.0,1.5,1.5
Ordinary Theft,24/03/2015,11:00,12.924857,77.583759,2015-03-24 11:00:00,11,0,1.0,1.0,1.0
Ordinary Theft,6/1/2015,15:00,12.92885,77.5785,2015-01-06 15:00:00,15,0,1.0,1.0,1.0
Ordinary Theft,18/01/2015,16:30,12.9273,77.57806,2015-01-18 16:30:00,16,0,1.0,1.0,1.0
Ordinary Theft,23/03/2015,17:00,12.930535,77.586997,2015-03-23 17:00:00,17,0,1.0,1.0,1.0
Ordinary Theft,15/04/2015,12:00,12.928613,77.585359,2015-04-15 12:00:00,12,0,1.0,1.0,1.0
Ordinary Theft,2/5/2015,14:00,12.934891,77.581991,2015-05-02 14:00:00,14,0,1.0,1.0,1.0
Ordinary Theft,22/07/2015,15:40,12.936652,77.576437,2015-07-22 15:40:00,15,0,1.0,1.0,1.0
Ordinary Theft,15/01/2015,19:30,12.923852,77.576402,2015-01-15 19:30:00,19,1,1.0,1.5,1.5
Ordinary Theft,16/01/2015,21:20,12.93067,77.581281,2015-01-16 21:20:00,21,1,1.0,1.5,1.5
Ordinary Theft,3/3/2015,12:30,12.923852,77.576402,2015-03-03 12:30:00,12,0,1.0,1.0,1.0
Ordinary Theft,9/3/2015,17:30,12.923852,77.576402,2015-03-09 17:30:00,17,0,1.0,1.0,1.0
Ordinary Theft,8/4/2015,11:30,12.930397,77.585753,2015-04-08 11:30:00,11,0,1.0,1.0,1.0
Ordinary Theft,30/04/2015,19:40,12.919817,77.58481,2015-04-30 19:40:00,19,1,1.0,1.5,1.5
Ordinary Theft,4/5/2015,14:45,12.927082,77.588137,2015-05-04 14:45:00,14,0,1.0,1.0,1.0
Ordinary Theft,25/06/2015,9:50,12.925458,77.584816,2015-06-25 09:50:00,9,0,1.0,1.0,1.0
Ordinary Theft,28/08/2015,19:10,12.932553,77.580342,2015-08-28 19:10:00,19,1,1.0,1.5,1.5
Ordinary Theft,26/11/2015,9:15,12.935566,77.589964,2015-11-26 09:15:00,9,0,1.0,1.0,1.0
Ordinary Theft,24/02/2016,19:00,12.545787,77.342621,2016-02-24 19:00:00,19,1,1.0,1.5,1.5
Ordinary Theft,3/5/2016,10:30,23.823643,90.35341,2016-05-03 10:30:00,10,0,1.0,1.0,1.0
Ordinary Theft,12/5/2016,10:00,12.55018,77.380103,2016-05-12 10:00:00,10,0,1.0,1.0,1.0
Ordinary Theft,8/11/2016,13:00,12.926858,77.583552,2016-11-08 13:00:00,13,0,1.0,1.0,1.0
Ordinary Theft,20/04/2016,15:00,12.91945,77.58582,2016-04-20 15:00:00,15,0,1.0,1.0,1.0
Ordinary Theft,28/06/2016,12:30,12.923975,77.579868,2016-06-28 12:30:00,12,0,1.0,1.0,1.0
Ordinary Theft,5/7/2016,13:30,12.916869,77.589571,2016-07-05 13:30:00,13,0,1.0,1.0,1.0
Ordinary Theft,3/9/2016,14:00,12.91845,77.584881,2016-09-03 14:00:00,14,0,1.0,1.0,1.0
Ordinary Theft,21/09/2016,13:30,12.921458,77.58764,2016-09-21 13:30:00,13,0,1.0,1.0,1.0
Ordinary Theft,28/09/2016,14:00,12.92556,77.59763,2016-09-28 14:00:00,14,0,1.0,1.0,1.0
Ordinary Theft,22/11/2016,17:00,12.92556,77.59763,2016-11-22 17:00:00,17,0,1.0,1.0,1.0
Ordinary Theft,16/01/2016,18:00,12.92074,77.59957,2016-01-16 18:00:00,18,0,1.0,1.0,1.0
Ordinary Theft,21/01/2016,13:30,12.92847,77.58374,2016-01-21 13:30:00,13,0,1.0,1.0,1.0
Ordinary Theft,9/4/2016,16:30,12.92825,77.57483,2016-04-09 16:30:00,16,0,1.0,1.0,1.0
Ordinary Theft,22/04/2016,12:00,12.922084,77.589585,2016-04-22 12:00:00,12,0,1.0,1.0,1.0
Ordinary Theft,20/10/2016,10:00,12.935688,77.586954,2016-10-20 10:00:00,10,0,1.0,1.0,1.0
Ordinary Theft,12/11/2016,8:30,12.92847,77.58374,2016-11-12 08:30:00,8,0,1.0,1.0,1.0
Ordinary Theft,3/1/2016,18:50,12.9167,77.59763,2016-01-03 18:50:00,18,0,1.0,1.0,1.0
Ordinary Theft,22/01/2016,17:00,12.91945,77.58582,2016-01-22 17:00:00,17,0,1.0,1.0,1.0
Ordinary Theft,19/02/2016,18:00,12.92556,77.57561,2016-02-19 18:00:00,18,0,1.0,1.0,1.0
Ordinary Theft,27/02/2016,16:00,12.92367,77.58014,2016-02-27 16:00:00,16,0,1.0,1.0,1.0
Ordinary Theft,22/04/2016,12:00,12.92556,77.57591,2016-04-22 12:00:00,12,0,1.0,1.0,1.0
Ordinary Theft,31/05/2016,9:00,12.915868,77.58954,2016-05-31 09:00:00,9,0,1.0,1.0,1.0
Ordinary Theft,22/07/2016,10:35,12.91699,77.58934,2016-07-22 10:35:00,10,0,1.0,1.0,1.0
Ordinary Theft,8/9/2016,22:15,12.92367,77.58014,2016-09-08 22:15:00,22,1,1.0,1.5,1.5
Ordinary Theft,6/11/2016,15:35,12.92556,77.57561,2016-11-06 15:35:00,15,0,1.0,1.0,1.0
Ordinary Theft,29/11/2016,10:25,12.909645,77.632545,2016-11-29 10:25:00,10,0,1.0,1.0,1.0
Ordinary Theft,24/01/2016,22:30,12.92556,77.57591,2016-01-24 22:30:00,22,1,1.0,1.5,1.5
Ordinary Theft,29/02/2016,18:30,12.915785,77.58695,2016-02-29 18:30:00,18,0,1.0,1.0,1.0
Ordinary Theft,1/3/2016,12:35,12.91945,77.58582,2016-03-01 12:35:00,12,0,1.0,1.0,1.0
Ordinary Theft,1/3/2016,13:30,12.91945,77.58582,2016-03-01 13:30:00,13,0,1.0,1.0,1.0
Ordinary Theft,11/3/2016,18:40,12.92311,77.5807,2016-03-11 18:40:00,18,0,1.0,1.0,1.0
Ordinary Theft,13/04/2016,10:30,12.91945,77.58582,2016-04-13 10:30:00,10,0,1.0,1.0,1.0
Ordinary Theft,28/04/2016,19:30,12.923675,77.580145,2016-04-28 19:30:00,19,1,1.0,1.5,1.5
Ordinary Theft,15/06/2016,16:45,12.9237885,77.589685,2016-06-15 16:45:00,16,0,1.0,1.0,1.0
Ordinary Theft,22/06/2016,10:00,12.92367,77.58014,2016-06-22 10:00:00,10,0,1.0,1.0,1.0
Ordinary Theft,7/7/2016,23:10,12.92397,77.57968,2016-07-07 23:10:00,23,1,1.0,1.5,1.5
Ordinary Theft,19/07/2016,2:45,12.93047,77.57957,2016-07-19 02:45:00,2,1,1.0,1.5,1.5
Ordinary Theft,9/8/2016,17:00,12.93091,77.57812,2016-08-09 17:00:00,17,0,1.0,1.0,1.0
Ordinary Theft,15/08/2016,23:15,12.91945,77.585805,2016-08-15 23:15:00,23,1,1.0,1.5,1.5
Ordinary Theft,6/10/2016,19:35,12.92164,77.59149,2016-10-06 19:35:00,19,1,1.0,1.5,1.5
Ordinary Theft,8/10/2016,21:30,12.92178,77.57923,2016-10-08 21:30:00,21,1,1.0,1.5,1.5
Ordinary Theft,18/11/2016,13:15,12.92239,77.58076,2016-11-18 13:15:00,13,0,1.0,1.0,1.0
Ordinary Theft,19/01/2016,21:00,12.92266,77.5854,2016-01-19 21:00:00,21,1,1.0,1.5,1.5
Ordinary Theft,21/01/2016,17:30,12.921455,77.587621,2016-01-21 17:30:00,17,0,1.0,1.0,1.0
Ordinary Theft,29/01/2016,12:30,12.92297,77.5807,2016-01-29 12:30:00,12,0,1.0,1.0,1.0
Ordinary Theft,9/2/2016,13:30,12.92234,77.58076,2016-02-09 13:30:00,13,0,1.0,1.0,1.0
Ordinary Theft,15/02/2016,10:30,12.914568,77.587485,2016-02-15 10:30:00,10,0,1.0,1.0,1.0
Ordinary Theft,19/02/2016,12:30,12.91945,77.58582,2016-02-19 12:30:00,12,0,1.0,1.0,1.0
Ordinary Theft,26/02/2016,10:30,12.92458,77.584796,2016-02-26 10:30:00,10,0,1.0,1.0,1.0
Ordinary Theft,29/06/2016,17:15,12.919458,77.585795,2016-06-29 17:15:00,17,0,1.0,1.0,1.0
Ordinary Theft,1/7/2016,11:30,12.919458,77.585795,2016-07-01 11:30:00,11,0,1.0,1.0,1.0
Ordinary Theft,20/07/2016,21:45,12.914758,77.587965,2016-07-20 21:45:00,21,1,1.0,1.5,1.5
Ordinary Theft,26/07/2016,14:45,12.93457,77.578685,2016-07-26 14:45:00,14,0,1.0,1.0,1.0
Ordinary Theft,3/10/2016,17:30,12.92266,77.585845,2016-10-03 17:30:00,17,0,1.0,1.0,1.0
Ordinary Theft,5/10/2016,17:30,12.916576,77.586945,2016-10-05 17:30:00,17,0,1.0,1.0,1.0
Ordinary Theft,17/11/2016,17:45,12.86984,77.575962,2016-11-17 17:45:00,17,0,1.0,1.0,1.0
Ordinary Theft,10/9/2016,13:00,12.92234,77.582254,2016-09-10 13:00:00,13,0,1.0,1.0,1.0
Ordinary Theft,21/12/2017,16:40,12.9167,77.59763,2017-12-21 16:40:00,16,0,1.0,1.0,1.0
Ordinary Theft,10/1/2017,18:15,12.91992,77.59044,2017-01-10 18:15:00,18,0,1.0,1.0,1.0
Ordinary Theft,30/01/2017,16:00,12.92556,77.57561,2017-01-30 16:00:00,16,0,1.0,1.0,1.0
Ordinary Theft,30/01/2017,20:15,12.92865,77.58178,2017-01-30 20:15:00,20,1,1.0,1.5,1.5
Ordinary Theft,21/04/2017,18:00,12.93183,77.58355,2017-04-21 18:00:00,18,0,1.0,1.0,1.0
Ordinary Theft,23/04/2017,9:45,12.94158,77.58758,2017-04-23 09:45:00,9,0,1.0,1.0,1.0
Ordinary Theft,14/06/2017,20:30,12.9179,77.58718,2017-06-14 20:30:00,20,1,1.0,1.5,1.5
Ordinary Theft,5/7/2017,20:40,12.92316,77.59376,2017-07-05 20:40:00,20,1,1.0,1.5,1.5
Ordinary Theft,16/09/2017,11:00,12.92367,77.58014,2017-09-16 11:00:00,11,0,1.0,1.0,1.0
Ordinary Theft,17/01/2017,11:30,12.92367,77.58014,2017-01-17 11:30:00,11,0,1.0,1.0,1.0
Ordinary Theft,18/07/2017,13:25,12.92023,77.5819,2017-07-18 13:25:00,13,0,1.0,1.0,1.0
Ordinary Theft,17/09/2017,8:45,12.92458,77.5846852,2017-09-17 08:45:00,8,0,1.0,1.0,1.0
Ordinary Theft,17/09/2017,12:30,12.914686,77.5776952,2017-09-17 12:30:00,12,0,1.0,1.0,1.0
Ordinary Theft,17/09/2017,14:30,12.945852,77.576951,2017-09-17 14:30:00,14,0,1.0,1.0,1.0
Ordinary Theft,8/12/2017,18:00,12.92952,77.57891,2017-12-08 18:00:00,18,0,1.0,1.0,1.0
Ordinary Theft,15/12/2017,11:00,12.92963,77.57702,2017-12-15 11:00:00,11,0,1.0,1.0,1.0
Ordinary Theft,16/12/2017,11:30,12.92085,77.58139,2017-12-16 11:30:00,11,0,1.0,1.0,1.0
Ordinary Theft,23/07/2017,11:45,12.92596,77.55321,2017-07-23 11:45:00,11,0,1.0,1.0,1.0
Ordinary Theft,26/07/2017,15:00,12.93006,77.57958,2017-07-26 15:00:00,15,0,1.0,1.0,1.0
Ordinary Theft,27/07/2017,10:50,12.92367,77.58014,2017-07-27 10:50:00,10,0,1.0,1.0,1.0
Ordinary Theft,11/9/2017,22:00,12.92603,77.57362,2017-09-11 22:00:00,22,1,1.0,1.5,1.5
Ordinary Theft,15/12/2017,12:30,12.92115,77.58075,2017-12-15 12:30:00,12,0,1.0,1.0,1.0
Ordinary Theft,4/7/2017,13:00,12.92847,77.58374,2017-07-04 13:00:00,13,0,1.0,1.0,1.0
Ordinary Theft,3/8/2017,14:00,12.929578,77.585484,2017-08-03 14:00:00,14,0,1.0,1.0,1.0
Ordinary Theft,5/8/2017,13:00,12.92234,77.58076,2017-08-05 13:00:00,13,0,1.0,1.0,1.0
Ordinary Theft,19/10/2017,14:15,12.92028,77.58801,2017-10-19 14:15:00,14,0,1.0,1.0,1.0
Ordinary Theft,11/8/2017,19:00,12.91945,77.58582,2017-08-11 19:00:00,19,1,1.0,1.5,1.5
Ordinary Theft,2/12/2017,10:00,12.923852,77.576401,2017-12-02 10:00:00,10,0,1.0,1.0,1.0
Ordinary Theft,8/1/2017,14:15,12.9248555,77.58965,2017-01-08 14:15:00,14,0,1.0,1.0,1.0
Ordinary Theft,5/3/2017,18:00,12.92367,77.58014,2017-03-05 18:00:00,18,0,1.0,1.0,1.0
Ordinary Theft,9/3/2017,20:00,12.9218,77.58027,2017-03-09 20:00:00,20,1,1.0,1.5,1.5
Ordinary Theft,25/04/2017,12:20,12.92338,77.58074,2017-04-25 12:20:00,12,0,1.0,1.0,1.0
Ordinary Theft,31/05/2017,13:00,12.9218,77.58027,2017-05-31 13:00:00,13,0,1.0,1.0,1.0
Ordinary Theft,1/6/2017,14:30,12.9184,77.58268,2017-06-01 14:30:00,14,0,1.0,1.0,1.0
Ordinary Theft,4/8/2017,16:30,12.92367,77.58014,2017-08-04 16:30:00,16,0,1.0,1.0,1.0
Ordinary Theft,9/10/2017,19:00,12.91945,77.58582,2017-10-09 19:00:00,19,1,1.0,1.5,1.5
Ordinary Theft,5/12/2017,11:50,12.92239,77.580757,2017-12-05 11:50:00,11,0,1.0,1.0,1.0
Ordinary Theft,15/12/2017,23:50,12.9167,77.59763,2017-12-15 23:50:00,23,1,1.0,1.5,1.5
Ordinary Theft,22/03/2017,0:45,12.92053,77.58274,2017-03-22 00:45:00,0,1,1.0,1.5,1.5
Ordinary Theft,29/08/2017,16:00,12.924885,77.586855,2017-08-29 16:00:00,16,0,1.0,1.0,1.0
Ordinary Theft,7/10/2017,17:00,12.92367,77.58014,2017-10-07 17:00:00,17,0,1.0,1.0,1.0
Ordinary Theft,13/01/2018,15:10,12.9218,77.58027,2018-01-13 15:10:00,15,0,1.0,1.0,1.0
Ordinary Theft,3/2/2018,14:00,12.91457,77.586042,2018-02-03 14:00:00,14,0,1.0,1.0,1.0
Ordinary Theft,17/04/2018,8:45,12.9184578,77.58458,2018-04-17 08:45:00,8,0,1.0,1.0,1.0
Ordinary Theft,21/04/2018,19:30,12.91945,77.58582,2018-04-21 19:30:00,19,1,1.0,1.5,1.5
Ordinary Theft,5/5/2018,14:30,12.92367,77.58014,2018-05-05 14:30:00,14,0,1.0,1.0,1.0
Ordinary Theft,16/05/2018,10:45,12.925458,77.57486,2018-05-16 10:45:00,10,0,1.0,1.0,1.0
Ordinary Theft,12/6/2018,19:30,12.92397,77.579678,2018-06-12 19:30:00,19,1,1.0,1.5,1.5
Ordinary Theft,23/06/2018,13:30,12.9309485,77.57875,2018-06-23 13:30:00,13,0,1.0,1.0,1.0
Ordinary Theft,25/06/2018,18:00,12.92847,77.585475,2018-06-25 18:00:00,18,0,1.0,1.0,1.0
Ordinary Theft,24/08/2018,15:30,12.93443,77.5927,2018-08-24 15:30:00,15,0,1.0,1.0,1.0
Ordinary Theft,15/10/2018,11:00,12.928748,777.583475,2018-10-15 11:00:00,11,0,1.0,1.0,1.0
Ordinary Theft,23/01/2018,12:05,12.925648,77.575869,2018-01-23 12:05:00,12,0,1.0,1.0,1.0
Ordinary Theft,10/9/2018,17:15,12.930911,77.578156,2018-09-10 17:15:00,17,0,1.0,1.0,1.0
Ordinary Theft,13/10/2018,17:30,12.925684,77.575458,2018-10-13 17:30:00,17,0,1.0,1.0,1.0
Ordinary Theft,9/2/2018,17:35,12.9235485,77.58948,2018-02-09 17:35:00,17,0,1.0,1.0,1.0
Ordinary Theft,27/02/2018,10:40,12.921645,77.580286,2018-02-27 10:40:00,10,0,1.0,1.0,1.0
Ordinary Theft,27/02/2018,11:00,12.921645,77.580286,2018-02-27 11:00:00,11,0,1.0,1.0,1.0
Ordinary Theft,27/02/2018,11:30,12.9145885,77.58514,2018-02-27 11:30:00,11,0,1.0,1.0,1.0
Ordinary Theft,27/02/2018,13:00,12.9145885,77.58514,2018-02-27 13:00:00,13,0,1.0,1.0,1.0
Ordinary Theft,11/11/2018,17:00,12.917775,77.5854769,2018-11-11 17:00:00,17,0,1.0,1.0,1.0
Ordinary Theft,8/1/2019,11:00,12.92861,77.58447,2019-01-08 11:00:00,11,0,1.0,1.0,1.0
Ordinary Theft,21/01/2019,14:00,12.91965,77.5924,2019-01-21 14:00:00,14,0,1.0,1.0,1.0
Ordinary Theft,26/01/2019,14:00,12.92385,77.576402,2019-01-26 14:00:00,14,0,1.0,1.0,1.0
Ordinary Theft,31/01/2019,10:00,12.92367,77.58014,2019-01-31 10:00:00,10,0,1.0,1.0,1.0
Ordinary Theft,14/02/2019,14:30,12.92367,77.58374,2019-02-14 14:30:00,14,0,1.0,1.0,1.0
Ordinary Theft,17/02/2019,11:00,12.914588,77.587654,2019-02-17 11:00:00,11,0,1.0,1.0,1.0
Ordinary Theft,24/02/2019,11:30,12.94247,77.55049,2019-02-24 11:30:00,11,0,1.0,1.0,1.0
Ordinary Theft,26/02/2019,10:00,12.92253,77.58589,2019-02-26 10:00:00,10,0,1.0,1.0,1.0
Ordinary Theft,02/03/2019,21:00,12.92847,77.58347,2019-03-02 21:00:00,21,1,1.0,1.5,1.5
Ordinary Theft,04/03/2019,22:00,12.92009,77.58204,2019-03-04 22:00:00,22,1,1.0,1.5,1.5
Ordinary Theft,15/03/2019,11:30,12.92861,77.58447,2019-03-15 11:30:00,11,0,1.0,1.0,1.0
Ordinary Theft,17/03/2019,12:00,12.93486,77.58008,2019-03-17 12:00:00,12,0,1.0,1.0,1.0
Ordinary Theft,04/04/2019,23:15,12.91921,77.57745,2019-04-04 23:15:00,23,1,1.0,1.5,1.5
Ordinary Theft,16/04/2019,23:45,12.92178,77.58074,2019-04-16 23:45:00,23,1,1.0,1.5,1.5
Ordinary Theft,24/04/2019,12:00,12.922657,77.589563,2019-04-24 12:00:00,12,0,1.0,1.0,1.0
Ordinary Theft,12/05/2019,11:30,12921652,77579288,2019-05-12 11:30:00,11,0,1.0,1.0,1.0
Ordinary Theft,26/05/2019,18:00,12921652,77579288,2019-05-26 18:00:00,18,0,1.0,1.0,1.0
Ordinary Theft,27/05/2019,18:30,12.92819,77.62512,2019-05-27 18:30:00,18,0,1.0,1.0,1.0
Ordinary Theft,20/06/2019,12:00,12.92253,77.58589,2019-06-20 12:00:00,12,0,1.0,1.0,1.0
Ordinary Theft,23/06/2019,17:00,12.92253,77.58589,2019-06-23 17:00:00,17,0,1.0,1.0,1.0
Ordinary Theft,08/07/2019,21:45,12.91953,77.57458,2019-07-08 21:45:00,21,1,1.0,1.5,1.5
Ordinary Theft,23/07/2019,19:00,12.28784,76.63313,2019-07-23 19:00:00,19,1,1.0,1.5,1.5
Ordinary Theft,14/08/2019,20:00,12.92253,77.58589,2019-08-14 20:00:00,20,1,1.0,1.5,1.5
Ordinary Theft,12/09/2019,11:00,12.92334,77.58484,2019-09-12 11:00:00,11,0,1.0,1.0,1.0
Ordinary Theft,27/09/2019,11:35,12.92875,77.5801,2019-09-27 11:35:00,11,0,1.0,1.0,1.0
Ordinary Theft,29/10/2019,20:30,12.928459,77.576972,2019-10-29 20:30:00,20,1,1.0,1.5,1.5
Ordinary Theft,13/11/2019,20:00,12.926192,77.586141,2019-11-13 20:00:00,20,1,1.0,1.5,1.5
Ordinary Theft,15/11/2019,18:00,12.91743,77.583465,2019-11-15 18:00:00,18,0,1.0,1.0,1.0
Ordinary Theft,05/12/2019,23:40,12.92367,77.58374,2019-12-05 23:40:00,23,1,1.0,1.5,1.5
Ordinary Theft,14/12/2019,12:00,12.92556,77.57561,2019-12-14 12:00:00,12,0,1.0,1.0,1.0
Ordinary Theft,03/02/2015,4:30,12.948212,77.562999,2015-02-03 04:30:00,4,1,1.0,1.5,1.5
Ordinary Theft,04/04/2015,14:15,12.565868,77.333824,2015-04-04 14:15:00,14,0,1.0,1.0,1.0
Ordinary Theft,15/04/2015,14:30,12.9522989999415,77.5644119997618,2015-04-15 14:30:00,14,0,1.0,1.0,1.0
Ordinary Theft,24/07/2015,17:30,12.94801,77.56771,2015-07-24 17:30:00,17,0,1.0,1.0,1.0
Ordinary Theft,23/10/2015,18:00,12.94801,77.56771,2015-10-23 18:00:00,18,0,1.0,1.0,1.0
Ordinary Theft,29/11/2015,17:00,12.9508,77.56371,2015-11-29 17:00:00,17,0,1.0,1.0,1.0
Ordinary Theft,15/02/2016,10:00,12.953286,77.561639,2016-02-15 10:00:00,10,0,1.0,1.0,1.0
Ordinary Theft,07/03/2016,13:00,12.95388,77.56341,2016-03-07 13:00:00,13,0,1.0,1.0,1.0
Ordinary Theft,08/09/2016,17:00,12.955074,77.562575,2016-09-08 17:00:00,17,0,1.0,1.0,1.0
Ordinary Theft,27/09/2016,18:00,12.9491686,77.5662899,2016-09-27 18:00:00,18,0,1.0,1.0,1.0
Ordinary Theft,07/01/2017,11:30,12.955174,77.567121,2017-01-07 11:30:00,11,0,1.0,1.0,1.0
Ordinary Theft,02/03/2017,14:30,12.956997,77.564332,2017-03-02 14:30:00,14,0,1.0,1.0,1.0
Ordinary Theft,26/04/2017,18:15,12.957033,77.564308,2017-04-26 18:15:00,18,0,1.0,1.0,1.0
Ordinary Theft,05/05/2017,18:15,12.95695346,77.56145099,2017-05-05 18:15:00,18,0,1.0,1.0,1.0
Ordinary Theft,22/09/2017,13:00,12.953503,77.56495,2017-09-22 13:00:00,13,0,1.0,1.0,1.0
Ordinary Theft,19/08/2017,11:00,12.948212,77.562999,2017-08-19 11:00:00,11,0,1.0,1.0,1.0
Ordinary Theft,15/11/2017,15:00,12.948212,77.562999,2017-11-15 15:00:00,15,0,1.0,1.0,1.0
Ordinary Theft,25/11/2017,11:45,12.948212,77.562999,2017-11-25 11:45:00,11,0,1.0,1.0,1.0
Ordinary Theft,27/12/2017,14:00,12.94896,77.56008,2017-12-27 14:00:00,14,0,1.0,1.0,1.0
