Type,Date,Time,Latitude,Longitude,ParsedDate,ParsedTime,Datetime,hour,day_of_week,day_of_month,month,quarter,is_weekend,is_morning,is_afternoon,is_evening,is_night,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,lat_grid,lon_grid,crime_density,distance_to_center,crime_type_encoded,crime_severity,time_weighted_severity,historical_crime_count,is_high_risk,historical_high_risk_count,historical_avg_severity,risk_score,baseline_risk_score,neighborhood_cluster,night_time_risk,location_density_risk,hour_density,weekend_night,dist_to_center_density,lat_squared,lon_squared,lat_lon_prod
Assault,18/02/2016,22:30,12.91429834,77.55075847,2016-02-18 00:00:00,22:30:00,2016-02-18 22:30:00,22,3,18,2,1,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,12.91,77.55,101,7.9480140200790945,2,6.0,9.0,16,1,4.0,3.176470588235294,41.62475531955844,2.5,0,3.176470588235294,404.0,2222,0,802.7494160279886,166.77910161452675,6014.120139272278,1001.513631374862
2 wheeler theft,19/02/2016,4:00:00 PM,12.929561,77.575507,2016-02-19 00:00:00,04:00:00,2016-02-19 04:00:00,4,4,19,2,1,0,0,0,0,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,12.92,77.57000000000001,108,5.111957194628605,0,2.0,3.0,22,0,2.0,2.540257648953301,14.07404364668743,2.4764097241473597,0,2.540257648953301,216.0,432,0,552.0913770198894,167.173547652721,6017.959286307049,1003.017249862427
Ordinary Theft,19/02/2016,12:30,12.91945,77.58582,2016-02-19 00:00:00,12:30:00,2016-02-19 12:30:00,12,4,19,2,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,12.91,77.58,234,5.876356845300211,7,2.0,2.0,56,0,6.0,2.6629179787074526,10.919171028288318,2.3285714286,0,0.0,1404.0,2808,0,1375.0675018002494,166.9121883025,6019.5594650724,1002.366122199
Ordinary Theft,19/02/2016,12:30,12.94951,77.5674,2016-02-19 00:00:00,12:30:00,2016-02-19 12:30:00,12,4,19,2,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,12.94,77.56,213,3.8367775960154638,7,2.0,2.0,45,0,15.0,3.637579097775056,10.731952030043702,2.8737373737,0,0.0,3195.0,2556,0,817.2336279512938,167.6898092401,6016.701542760001,1004.4598219740001
Ordinary Theft,19/02/2016,15:45,12.9124182556892,77.5641048370764,2016-02-19 00:00:00,15:45:00,2016-02-19 15:45:00,15,4,19,2,1,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,12.91,77.56,224,7.363914550066436,7,2.0,2.0,51,0,16.0,3.516569368131868,10.83220080440884,3.1150793651,0,0.0,3584.0,3360,0,1649.5168592148816,166.73054520985573,6016.190359176979,1001.5401632844563
Ordinary Theft,19/02/2016,18:00,12.92556,77.57561,2016-02-19 00:00:00,18:00:00,2016-02-19 18:00:00,18,4,19,2,1,0,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,12.92,77.57000000000001,108,5.51754877639884,7,2.0,2.4,23,0,2.0,2.517746913580247,11.259234917349945,2.4764097241473597,0,0.0,216.0,1944,0,595.8952678510748,167.07010131360002,6017.975266872099,1002.7082015916001
Ordinary Theft,20/02/2016,11:15,12.938832,77.55328,2016-02-20 00:00:00,11:15:00,2016-02-20 11:15:00,11,5,20,2,1,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,12.93,77.55,157,5.772796429530107,7,2.0,1.6,48,0,3.0,2.5326920577148058,8.100152052843148,2.1973684211,0,0.0,471.0,1727,0,906.3290394362268,167.413373524224,6014.5112387584,1003.4488609689599
Ordinary Theft,20/02/16,21:30,12.95966544,77.5704064952055,2016-02-20 00:00:00,21:30:00,2016-02-20 21:30:00,21,5,20,2,1,1,0,0,1,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,12.950000000000001,77.57000000000001,276,2.9383538484561065,7,2.0,2.4,106,0,7.0,2.382331030746309,13.497642014849612,2.4764097241473597,0,0.0,1932.0,5796,0,810.9856621738854,167.9529283167304,6017.16796383142,1005.2865162226663
2 wheeler theft,21/02/2016,11:15:00 AM,12.922517,77.587116,2016-02-21 00:00:00,11:15:00,2016-02-21 11:15:00,11,6,21,2,1,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,12.92,77.58,291,5.517710858300615,0,2.0,1.6,50,0,0.0,2.248702917593154,9.08280608362925,1.9756944444,0,0.0,0.0,3201,0,1605.653859765479,166.99144561528897,6019.760569197455,1002.6208254909718
2 wheeler theft,21/02/2016,13:00 PM,12.91273921,77.54878858,2016-02-21 00:00:00,13:00:00,2016-02-21 13:00:00,13,6,21,2,1,1,0,1,0,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,12.91,77.54,96,8.214893864030177,0,2.0,2.0,27,0,9.0,3.656622023809524,9.149421957006766,2.5957446809,0,0.0,864.0,1248,0,788.629810946897,166.7388339054714,6013.814610225538,1001.3672829849661
Assault,21/02/2016,15:00,12.5649,77.3312,2016-02-21 00:00:00,15:00:00,2016-02-21 15:00:00,15,6,21,2,1,1,0,1,0,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,12.56,77.33,74,53.488725286692265,2,6.0,6.0,46,1,30.0,5.294997124784359,25.90492868121786,2.4764097241473597,0,0.0,2220.0,1110,0,3958.1656712152276,157.87671201,5980.114493439999,971.65879488
4 Wheeler Theft,21/02/2016,19:50,12.936359,77.354721,2016-02-21 00:00:00,19:50:00,2016-02-21 19:50:00,19,6,21,2,1,1,0,0,1,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,12.93,77.35000000000001,1,26.288204707928315,1,2.0,2.4,0,0,0.0,2.0,1.6635532333438687,2.4764097241473597,0,0.0,0.0,19,0,26.288204707928315,167.349384176881,5983.752860987841,1000.688441200839
2 wheeler theft,22/02/2016,8:00:00 PM,12.9012358299027,77.5547661947272,2016-02-22 00:00:00,08:00:00,2016-02-22 08:00:00,8,0,22,2,1,0,1,0,0,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,0.8660254037844386,0.5000000000000001,12.9,77.55,113,8.93603624399359,0,2.0,1.6,29,0,6.0,3.523893805309734,7.577917517431193,2.1621621622,0,0.0,678.0,904,0,1009.7720955712756,166.44188593876518,6014.7417595188,1000.552328411141
Attempted Murder,22/02/2016,8:15 AM,12.91273921,77.54878858,2016-02-22 00:00:00,08:15:00,2016-02-22 08:15:00,8,0,22,2,1,0,1,0,0,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,0.8660254037844386,0.5000000000000001,12.91,77.54,96,8.214893864030177,3,2.0,1.6,28,0,9.0,3.599497126436782,7.319537565605413,2.5957446809,0,0.0,864.0,768,0,788.629810946897,166.7388339054714,6013.814610225538,1001.3672829849661
Assault,22/02/2016,9:30,12.930901,77.579527,2016-02-22 00:00:00,09:30:00,2016-02-22 09:30:00,9,0,22,2,1,0,1,0,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.8660254037844386,0.5000000000000001,12.93,77.57000000000001,62,4.811274509035602,2,6.0,4.800000000000001,11,0,5.0,4.080645161290323,19.88704668667936,2.4764097241473597,0,0.0,310.0,558,0,298.29901956020734,167.20820067180102,6018.583009543729,1003.173183263827
2 wheeler theft,22/02/2016,11:30:00 AM,12.92611271,77.55026554,2016-02-22 00:00:00,11:30:00,2016-02-22 11:30:00,11,0,22,2,1,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.8660254037844386,0.5000000000000001,12.92,77.55,139,6.976046680265271,0,2.0,1.6,22,0,2.0,2.6105724116359084,7.906627876174887,2.1727272727,0,0.0,278.0,1529,0,969.6704885568727,167.08438979162355,6014.043685324511,1002.423473060469
Assault,22/02/2016,12:00,12.919774,77.577703,2016-02-22 00:00:00,12:00:00,2016-02-22 12:00:00,12,0,22,2,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.8660254037844386,0.5000000000000001,12.91,77.57000000000001,206,6.0467078177909706,2,6.0,6.0,43,1,3.0,2.564210061782877,31.996312759592215,2.4764097241473597,0,0.0,618.0,2472,0,1245.62181046494,166.920560211076,6018.300002756209,1002.286390199122
2 wheeler theft,22/02/2016,21:00 PM,12.89025011,77.58218798,2016-02-22 00:00:00,21:00:00,2016-02-22 21:00:00,21,0,22,2,1,0,0,0,1,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.8660254037844386,0.5000000000000001,12.89,77.58,77,9.145164686333695,0,2.0,2.4,17,0,1.0,2.9783549783549783,10.45610118405502,2.5138888889,0,0.0,77.0,1617,0,704.1776808476945,166.158547898355,6018.995891764057,1000.0538071432356
2 wheeler theft,23/02/2016,2:40:00 PM,12.9070223,77.5948755,2016-02-23 00:00:00,02:40:00,2016-02-23 02:40:00,2,1,23,2,1,0,0,0,0,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,12.9,77.59,76,7.180774683187178,0,2.0,3.0,19,0,3.0,3.2986842105263157,13.031416265561052,2.24,0,3.2986842105263157,228.0,152,0,545.7388759222256,166.59122465269726,6020.964703860501,1001.5187884442237
2 wheeler theft,23/02/2016,2:40:00 PM,12.8982839,77.5689839,2016-02-23 00:00:00,02:40:00,2016-02-23 02:40:00,2,1,23,2,1,0,0,0,0,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,12.89,77.56,173,8.61208545078309,0,2.0,3.0,53,0,13.0,3.5984799828730467,15.477165897643587,2.5303030303,0,3.5984799828730467,2249.0,346,0,1489.8907829854745,166.3657275649992,6016.94726327846,1000.5067761767292
Assault,23/02/2016,7:10,12.91688388,77.54201107,2016-02-23 00:00:00,07:10:00,2016-02-23 07:10:00,7,1,23,2,1,0,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,12.91,77.54,96,8.336415878134817,2,6.0,4.800000000000001,29,0,9.0,3.546180555555556,21.958612696816243,2.5957446809,0,0.0,864.0,672,0,800.2959243009425,166.84588916940388,6012.763480780002,1001.6011528128646
Assault,23/02/2016,12:40,12.564,77.3307,2016-02-23 00:00:00,12:40:00,2016-02-23 12:40:00,12,1,23,2,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,12.56,77.33,74,53.6023196600387,2,6.0,6.0,47,1,31.0,5.309684684684685,25.90492868121786,2.4764097241473597,0,0.0,2294.0,888,0,3966.571654842864,157.854096,5980.037162489999,971.5829147999999
Kidnap,23/02/2016,12:40,12.943446,77.594168,2016-02-23 00:00:00,12:40:00,2016-02-23 12:40:00,12,1,23,2,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,12.94,77.59,182,3.130931953721457,5,2.0,2.0,60,0,16.0,3.3591244820753015,10.418972305682843,2.7692307692,0,0.0,2912.0,2184,0,569.8296155773052,167.532794354916,6020.8549076122235,1004.335923422928
2 wheeler theft,23/02/2016,13:10 PM,12.88316591,77.56520086,2016-02-23 00:00:00,13:10:00,2016-02-23 13:10:00,13,1,23,2,1,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,12.88,77.56,102,10.336727176991117,0,2.0,2.0,15,0,2.0,3.159313725490196,9.269457976459272,2.4140625,0,0.0,204.0,1326,0,1054.3461720530938,165.97596386458613,6016.360384452146,999.2853515218547
Ordinary Theft,23/02/2016,23:15,12.88683128,77.56992868,2016-02-23 00:00:00,23:15:00,2016-02-23 23:15:00,23,1,23,2,1,0,0,0,0,1,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,12.88,77.56,102,9.797741991673302,7,2.0,3.0,16,0,2.0,3.091118800461361,13.904186964688908,2.4140625,0,3.091118800461361,204.0,2346,0,999.3696831506768,166.07042043918645,6017.093835420287,999.6305833007932
2 wheeler theft,24/02/2016,2:00:00 PM,12.8974156120756,77.5551514198462,2016-02-24 00:00:00,02:00:00,2016-02-24 02:00:00,2,2,24,2,1,0,0,0,0,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,12.89,77.55,92,9.290962428987443,0,2.0,3.0,20,0,3.0,3.009834368530021,13.597798479459769,2.0982142857,0,3.009834368530021,276.0,184,0,854.7685434668448,166.34332947061142,6014.801511755271,1000.2610207192115
2 wheeler theft,24/02/2016,4:45:00 PM,12.9042879,77.5884535,2016-02-24 00:00:00,04:45:00,2016-02-24 04:45:00,4,2,24,2,1,0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,12.9,77.58,144,7.5143458283452675,0,2.0,3.0,49,0,1.0,2.1754166666666666,14.930201227261723,1.6279069767,0,2.1754166666666666,144.0,576,0,1082.0657992817185,166.5206462060864,6019.9681165216625,1001.2237416797626
Ordinary Theft,24/02/2016,11:00,12.925561,77.554801,2016-02-24 00:00:00,11:00:00,2016-02-24 11:00:00,11,2,24,2,1,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,12.92,77.55,139,6.693914926440874,7,2.0,1.6,23,0,2.0,2.5851318944844124,7.906627876174887,2.1727272727,0,0.0,278.0,1529,0,930.4541747752814,167.07012716472101,6014.747158149601,1002.439311168361
2 wheeler theft,24/02/2016,12:00:00 PM,12.9045264921368,77.5661519120365,2016-02-24 00:00:00,12:00:00,2016-02-24 12:00:00,12,2,24,2,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,12.9,77.56,199,8.070315318313014,0,2.0,2.0,50,0,9.0,2.9824613262390383,10.596634733096073,2.5505617978,0,0.0,1791.0,2388,0,1605.9927483442898,166.5268039862605,6016.507922441124,1000.9544622419825
Kidnap,24/02/2016,13:30,12.544211,77.342996,2016-02-24 00:00:00,13:30:00,2016-02-24 13:30:00,13,2,24,2,1,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,12.540000000000001,77.34,8,54.79986114640664,5,2.0,2.0,2,0,0.0,2.3333333333333335,4.394449154672439,2.4764097241473597,0,0.0,0.0,104,0,438.39888917125313,157.35722961252102,5981.939030256016,970.2068611961561
Ordinary Theft,24/02/2016,19:00,12.545787,77.342621,2016-02-24 00:00:00,19:00:00,2016-02-24 19:00:00,19,2,24,2,1,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,12.540000000000001,77.34,8,54.668231871619554,7,2.0,2.4,3,0,0.0,2.25,5.273338985606927,2.4764097241473597,0,0.0,0.0,152,0,437.34585497295643,157.39677144936903,5981.88102314964,970.324049087727
2 wheeler theft,24/02/2016,21:00 PM,12.86854765,77.5801126,2016-02-24 00:00:00,21:00:00,2016-02-24 21:00:00,21,2,24,2,1,0,0,0,1,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,12.86,77.58,77,11.565971563522291,0,2.0,2.4,11,0,7.0,4.903679653679654,10.45610118405502,3.3571428571,0,0.0,539.0,1617,0,890.5798103912165,165.5995186203205,6018.67387102868,998.3433756854655
Assault,25/02/2016,2:15,12.922046,77.553024,2016-02-25 00:00:00,02:15:00,2016-02-25 02:15:00,2,3,25,2,1,0,0,0,0,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,12.92,77.55,139,7.1176862182523575,2,6.0,9.0,24,1,2.0,2.561726618705036,44.47478180348374,2.1727272727,0,2.561726618705036,278.0,278,0,989.3583843370777,166.979272826116,6014.471531544575,1002.1437435671039
Assault,25/02/2016,4:45,12.922516,77.553774,2016-02-25 00:00:00,04:45:00,2016-02-25 04:45:00,4,3,25,2,1,0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,12.92,77.55,139,7.025840633237178,2,6.0,9.0,25,1,3.0,2.693967902600996,44.47478180348374,2.1727272727,0,2.693967902600996,417.0,556,0,976.5918480199678,166.991419770256,6014.587861643076,1002.189885375384
Ordinary Theft,25/02/2016,19:00,12.893471,77.552697,2016-02-25 00:00:00,19:00:00,2016-02-25 19:00:00,19,3,25,2,1,0,0,0,1,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,12.89,77.55,92,9.802861784656825,7,2.0,2.4,21,0,3.0,2.963932806324111,10.878238783567815,2.0982142857,0,0.0,276.0,1748,0,901.8632841884279,166.241594427841,6014.420811973808,999.923449741287
Ordinary Theft,26/02/2016,10:30,12.92458,77.584796,2016-02-26 00:00:00,10:30:00,2016-02-26 10:30:00,10,4,26,2,1,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,12.92,77.58,291,5.335239922473118,7,2.0,1.6,51,0,0.0,2.243920169177901,9.08280608362925,1.9756944444,0,0.0,0.0,2910,0,1552.5548174396774,167.04476817640003,6019.400570361616,1002.75090268568
2 wheeler theft,26/02/16,12:00:00 AM,12.9576958620577,77.56837183909,2016-02-26 00:00:00,12:00:00,2016-02-26 12:00:00,12,4,26,2,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,12.950000000000001,77.56,134,3.235403003658886,0,2.0,2.0,31,0,4.0,2.686800373134328,9.81054955687686,2.4764097241473597,0,0.0,536.0,1608,0,433.5440024902907,167.90188205358723,6016.8523097673315,1005.1073708059296
2 wheeler theft,26/02/2016,12:0,12.945182,77.597825,2016-02-26 00:00:00,12:00:00,2016-02-26 12:00:00,12,4,26,2,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,12.94,77.59,182,2.9582622963483862,0,2.0,2.0,61,0,16.0,3.3372031194611838,10.418972305682843,2.7692307692,0,0.0,2912.0,2184,0,538.4037379354063,167.57773701312402,6021.422444730625,1004.5179674291501
2 wheeler theft,27/02/16,1:10:00 PM,12.936584,77.561168,2016-02-27 00:00:00,01:10:00,2016-02-27 01:10:00,1,5,27,2,1,1,0,0,0,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,12.93,77.56,140,5.318387085910498,0,2.0,3.0,21,0,4.0,3.147727272727273,14.846279671134505,2.5,0,3.147727272727273,560.0,140,1,744.5741920274697,167.355205589056,6015.734781524223,1003.3765649701119
Kidnap,27/02/2016,2:30,12.92678,77.550591,2016-02-27 00:00:00,02:30:00,2016-02-27 02:30:00,2,5,27,2,1,1,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,12.92,77.55,139,6.898001699442842,5,2.0,3.0,26,0,4.0,2.816413535837996,14.824927267827912,2.1727272727,0,2.816413535837996,556.0,278,1,958.822236222555,167.10164116840002,6014.0941644492805,1002.47942872698
Assault,27/02/2016,9:30,12.9105026,77.5866048,2016-02-27 00:00:00,09:30:00,2016-02-27 09:30:00,9,5,27,2,1,1,1,0,0,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,12.91,77.58,234,6.848749608744631,2,6.0,4.800000000000001,57,0,6.0,2.6514883583849103,26.206010467891968,2.3285714286,0,0.0,1404.0,2106,0,1602.6074084462437,166.68107738460674,6019.681244391383,1001.6820629955724
Robbery,27/02/2016,11:30,12.9126892,77.5892209,2016-02-27 00:00:00,11:30:00,2016-02-27 11:30:00,11,5,27,2,1,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,12.91,77.58,234,6.576468496989851,9,7.0,5.6000000000000005,58,0,6.0,2.708242792988556,30.573678879207293,2.3285714286,0,0.0,1404.0,2574,0,1538.8936282956251,166.73754237579666,6020.087199868997,1001.8854947518444
2 wheeler theft,27/02/2016,11:30:00 AM,12.9108218496637,77.5682452113819,2016-02-27 00:00:00,11:30:00,2016-02-27 11:30:00,11,5,27,2,1,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,12.91,77.56,224,7.336946434889624,0,2.0,1.6,52,0,16.0,3.4879548517520216,8.665760643527072,3.1150793651,0,0.0,3584.0,2464,0,1643.4760014152757,166.68932083375358,6016.832665173072,1001.4697951151811
Assault,27/02/2016,16:00,12.943625,77.585229,2016-02-27 00:00:00,16:00:00,2016-02-27 16:00:00,16,5,27,2,1,1,0,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,12.94,77.58,109,3.2722325562334458,2,6.0,6.0,28,1,5.0,2.736792154381525,28.2028821947545,2.3625,0,0.0,545.0,1744,0,356.67334862944557,167.53742814062502,6019.4677589824405,1004.234109715125
Ordinary Theft,27/02/2016,16:00,12.92367,77.58014,2016-02-27 00:00:00,16:00:00,2016-02-27 16:00:00,16,5,27,2,1,1,0,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,12.92,77.58,291,5.555162593197845,7,2.0,2.0,52,0,0.0,2.239317901834922,11.353507604536563,1.9756944444,0,0.0,0.0,4656,0,1616.5523146205728,167.0212462689,6018.6781224196,1002.6201279137999
Assault,27/02/2016,18:00,12.9109359450741,77.5646696875901,2016-02-27 00:00:00,18:00:00,2016-02-27 18:00:00,18,5,27,2,1,1,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,12.91,77.56,224,7.484848783116466,2,6.0,7.199999999999999,53,1,16.0,3.460400132275132,38.99592289587182,3.1150793651,0,0.0,3584.0,4032,0,1676.6061274180884,166.6922669778064,6016.277983744958,1001.4324819373064
2 wheeler theft,28/02/2016,10:15:00 AM,12.9002894980367,77.5698767380415,2016-02-28 00:00:00,10:15:00,2016-02-28 10:15:00,10,6,28,2,1,1,1,0,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,12.9,77.56,199,8.369806630797086,0,2.0,1.6,51,0,9.0,2.9635678391959797,8.477307786476858,2.5505617978,0,0.0,1791.0,1990,0,1665.5915195286202,166.417469133156,6017.085777154952,1000.6738662477582
2 wheeler theft,28/02/2016,11:40:00 AM,12.9043344,77.5731325,2016-02-28 00:00:00,11:40:00,2016-02-28 11:40:00,11,6,28,2,1,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,12.9,77.57000000000001,221,7.833058809139927,0,2.0,1.6,67,0,9.0,3.0761911099281343,8.644283810995647,2.4764097241473597,0,0.0,1989.0,2431,0,1731.1059968199238,166.52184630702337,6017.590885862556,1001.0296422355079
2 wheeler theft,29/02/2016,4:30:00 PM,12.92826253,77.5495424,2016-02-29 00:00:00,04:30:00,2016-02-29 04:30:00,4,0,29,2,1,0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.0,1.0,0.8660254037844386,0.5000000000000001,12.92,77.54,158,6.860255068120896,0,2.0,3.0,26,0,4.0,2.8136427566807316,15.206712606660695,2.3469387755,0,2.8136427566807316,632.0,632,0,1083.9203007631015,167.139972044602,6013.931526449399,1002.5808432285663
Ordinary Theft,29/02/2016,10:30,12.938832,77.55328,2016-02-29 00:00:00,10:30:00,2016-02-29 10:30:00,10,0,29,2,1,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.8660254037844386,0.5000000000000001,12.93,77.55,157,5.772796429530107,7,2.0,1.6,49,0,3.0,2.5220382165605097,8.100152052843148,2.1973684211,0,0.0,471.0,1570,0,906.3290394362268,167.413373524224,6014.5112387584,1003.4488609689599
Robbery,29/02/2016,11:00,12.932554,77.589451,2016-02-29 00:00:00,11:00:00,2016-02-29 11:00:00,11,0,29,2,1,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.8660254037844386,0.5000000000000001,12.93,77.58,160,4.377424425602134,9,7.0,5.6000000000000005,35,0,5.0,2.7234375,28.455864443912997,2.6283783784,0,0.0,800.0,1760,0,700.3879080963416,167.250952962916,6020.122906481401,1003.4297648878539
Ordinary Theft,29/02/2016,11:00,12.882138,77.542211,2016-02-29 00:00:00,11:00:00,2016-02-29 11:00:00,11,0,29,2,1,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.8660254037844386,0.5000000000000001,12.88,77.54,69,11.453996386332571,7,2.0,1.6,21,0,6.0,3.9031620553359687,6.797592387278975,2.0975609756,0,0.0,414.0,759,0,790.3257506569474,165.949479451044,6012.79448676852,998.9094629271179
Ordinary Theft,29/02/16,11:45,12.95882913,77.57007146,2016-02-29 00:00:00,11:45:00,2016-02-29 11:45:00,11,0,29,2,1,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.8660254037844386,0.5000000000000001,12.950000000000001,77.57000000000001,276,3.0134831881872284,7,2.0,1.6,107,0,7.0,2.378790928609769,8.998428009899742,2.4764097241473597,0,0.0,1932.0,3036,0,831.721359939675,167.93125242053654,6017.115986309505,1005.2173016520295
2 wheeler theft,29/02/2016,14:30 PM,12.91900624,77.5453977,2016-02-29 00:00:00,14:30:00,2016-02-29 14:30:00,14,0,29,2,1,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.8660254037844386,0.5000000000000001,12.91,77.54,96,7.913984233441577,0,2.0,2.0,30,0,9.0,3.6253360215053765,9.149421957006766,2.5957446809,0,0.0,864.0,1344,0,759.7424864103914,166.90072222915893,6013.288704451164,1001.8094767695816
Attempted Murder,29/02/2016,17:40PM,12.90913455,77.55325268,2016-02-29 00:00:00,17:40:00,2016-02-29 17:40:00,17,0,29,2,1,0,0,1,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.8660254037844386,0.5000000000000001,12.9,77.55,113,8.265755909369508,3,2.0,2.0,30,0,6.0,3.4747359406223235,9.472396896788991,2.1621621622,0,0.0,678.0,1921,0,934.0304177587544,166.64575483000368,6014.507001247927,1001.145373636268
